FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI
REC SITES,2021/09/25,"5690",Jorgenson,-37.7491130000,146.4124180000,MID,,NONE,From Whalhalla Rd turn right onto Merringtons Trk then turn left onto the link track to Junction Hut. From here cross the creek and continue on Junction track before turning right on Donnellys Creek Rd. Jorgensens hut is on the right just before you cros,,"Set beside Donnelly Creek, Jorgenson Flat is one of a number of spacious and open overnight options in the backcountry of Aberfeldy/Nambruc State forests.  A 4WD is a must to make it down the Donnelly Creek Tk from Walhalla Rd to this popular site that f",ERICA,Jorgenson,W,Y,Y,,,,,,Y,"Camping is available in Jorgenson's hut which accommodates 6 to 8 people, there is also space to set up a tent if you'd prefer.  Be aware that this hut is used most weekends and holidays.","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,A nice spot to stop for lunch by Donnellys Creek on the Aberfeldy 4WD route. This site has a picnic table and wood fired BBQ facilities. Please remember to take all rubbish with you when you leave.,"2",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"120695","120696","120697",2021/09/25,-37.7491130000,146.4124180000,,,564089-20201111
REC SITES,2021/09/25,"5693",Little O'Toole'S,-37.7475110000,146.4400870000,BASIC,,NONE,"Located on the river flats adjacent to Donnellys Ck Rd, this site is best accessed via Donnellys Creek Rd from Walhalla Rd. Note that Donnelly's Creek Rd is part of the Aberfeldy 4WD tour.",,"Located on Donnelly's Creek Rd, Little O'tooles is the smaller of the O'Tooles campgrounds. Situated along Donnelly's Creek, this is the perfect campground if you are looking for a quieter site. The site has a few firepits, a toilet and wide, protected g",ERICA,Little O'Toole'S,W,Y,Y,FULL CLOSURE,Site Closed due to Storm damage,2021/07/30,2021/10/01,STORM,Y,"The little brother to O'tooles campsite just down the road, perfect if you are looking for a quieter site when O'tooles is getting a little busy. The site has a few firepits, wood-fired BBQ's and wide, protected grassy areas for pitching tents.","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"120710","120711","120712",2021/09/25,-37.7475110000,146.4400870000,,,564090-20210824
REC SITES,2021/09/25,"5699",O'Toole'S Flat,-37.7487930000,146.4418500000,MID,,NONE,"This relaxing remote bush camping spot is reached via Donnelly Creek Track, which youll find signposted off Walhalla Rd. A 4WD is needed",,"A large, clear site perfect to light a fire and enjoy the bush with friends and family, or relax after a day's drive.",ERICA,O'Toole'S Flat,W,Y,Y,,,,,,Y,"OTooles flats is an expansive open grassy camping area surrounded by riverene forest on the banks of Donnelly's Creek.  A great overnight spot for those undertaking the Aberfeldy Backroad Tour, this site is very popular on weekends over the summer, howev","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,This site has a great gazebo at the center of the site with a fire place and a couple of picnic tables. With a short walk to the creek it is a lovely spot to spot and enjoy the bush.,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"120728","120729","120730",2021/09/25,-37.7487930000,146.4418500000,,,564091-20171002
REC SITES,2021/09/25,"5711",Junction Camping Ground,-37.7584560000,146.4014380000,MID,,NONE,"Junction Camping Ground is located near where the Donnelly Creek meets the Aberfeldy River.  From Erica travel north along the Moe-Rawson Rd continuing into Thompson Valley Rd.  Continue following the bitumen into Thomson Dam Access Rd, turning left into",,The original huts were built at The Junction in the 1930's by gold fossickers during the depression however the hut that stands today was built in 2015 after the 2013 wildfire. If you are traveling past make sure you stop and check the view from the hut,ERICA,Junction Camping Ground,W,Y,Y,,,,,,Y,"Junction Hut can accomodate 6-8 people at this peaceful riverside site, with a picnic table and toilet also on site. If the hut is occupied limited tent camping space can be found by following the track to the right as you hit the river.","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Find a picnic table and fire pit at Junction Hut, with great views and easy access to a cool, quite bend in the Aberfeldy River this is a lovely spot for a picnic.","2",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"120698","120699","120700",2021/09/25,-37.7584560000,146.4014380000,,,564092-20170623
REC SITES,2021/09/25,"5869",Coopers Creek Camping Area One,-37.9808930000,146.4236530000,BASIC,,NONE,"Take Walhalla Rd south of Rawson, this is quite a winding road and can get busy on weekend, from there turn onto Cooper Creek Rd. Follow then turn left onto Coopers Creek Track, please do not continue along Coopers Creek Rd as it runs onto private proper",,"Enjoy some time with family and friends in beautiful surrounds on the banks of the Thomson river just a stone throw from Walhalla and Erica. This area is rich with history and natural features ready to be explored, just up the road are the old Walhalla R",ERICA,Coopers Creek Camping Area One,W,Y,Y,,,,,,Y,"Camp nestled amongst Eucalypt forest near the Thomson river as it flows south from Walhalla. There are limited spots in this very popular campsite, which gets very busy over weekends in summer. You can continue into the Coopers Creek Campground Two, to f","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,,,"120665","120666","120667",2021/09/25,-37.9808930000,146.4236530000,,,564095-20210827
REC SITES,2021/09/25,"5875",Coopers Creek Camping Area Two,-37.9803550000,146.4262170000,MID,,NONE,"Take Walhalla Rd south of Rawson, this is quite a winding road and can get busy on weekend, from there turn onto Cooper Creek Rd. Follow then turn left onto Coopers Creek Track. Continue straight into the Coopers Creek recreation area as Coopers Creek Tr",,"**Coopers Creek Camping Area Two is subject to seasonal closures between the long weekend in June through to the end of October. Refer to campground one for alternative camping sites.** 
Enjoy some time with family and friends in beautiful surrounds on",ERICA,Coopers Creek Camping Area Two,W,Y,Y,FULL CLOSURE,SITE CLOSED DUE TO RAIN EVENT AND FLOODING. All Facilities closed.,2021/06/10,2021/10/29,FLOOD,Y,"A shady campsite surrounded by Blackwoods set slightly back from the Thomson River, this site compliments the camping area available at overnight area one. Campground Two hosts a range of sites suitable for vehicle based camping and some walk in sites al","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"120668","120669","120670",2021/09/25,-37.9803550000,146.4262170000,,,564096-20210908
REC SITES,2021/09/25,"5880",Coopers Creek Day Visitor Area Two,-37.9809420000,146.4264270000,MID,,NONE,"Follow directions to Coopers Creek picnic area one, continue straight passed picnic area 1 and overnight camp areas 1 and 2 and you will reach picnic area 2 shortly after. Camp area 2 is subject to seasonal closure so alternate access is via the river wa",,"Enjoy some time with family and friends in beautiful surrounds on the banks of the Thomson river just a stone throw from Walhalla and Erica. This area is rich with history and natural features ready to be explored, just up the road are the old Walhalla R",ERICA,Coopers Creek Day Visitor Area Two,U,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",Y,"Following the river upstream from day visitor area two, there are many quiet spots by the river. Brown trout, short-finned eel and river blackfish are common specimens in the Thomson river.","2",,,"0",,,"0",,,"0",,,"0",Y,"This shady spot provides a great alternative for those looking to stop for the day just upstream from picnic area one should it get a bit busy. Enjoy the view of the river from the picnic tables, or follow the short path down to the water.","1",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"120674",,,2021/09/25,-37.9809420000,146.4264270000,,,564098-20210908
REC SITES,2021/09/25,"5984",Burns Bridge,-37.3385210000,146.1349120000,BASIC,,NONE,,,,MANSFIELD,Burns Bridge,,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,,"1",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121463","121464","121465",2021/09/25,-37.3385210000,146.1349120000,,,532133-20201224
REC SITES,2021/09/25,"1466",Taponga,-37.3706110000,146.0572290000,VERY BASIC,,NONE,"From Melbourne take the Maroondah Hwy, turn right to Thornton and turn onto the Goulburn Valley Highway, then right onto Eildon-Jamieson road.  Follow this bitumen road, Taponga Camp is the first of the Lower Big River campsites and is located on the lef",,Taponga is the first of the Lower Big River campsites and is nested under the large eucalypts alongside the Big River.  A serene and shady spot with toilet facilities. There is opportunities for fishing or relaxing as you listen to the nearby sounds of t,ALEXANDRA,Taponga,WC,Y,Y,,,,,,Y,"Taponga Camp is the first of the Lower Big River campsites running alongside the Taponga River.  Camping areas can be found between the tee tree with a larger eucalypt canopy providing shade.  
","1",Y,Some of the open camping areas are suitable for camper trailers or a small caravan.,SMALL CARAVAN,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121970","121971","121972",2021/09/25,-37.3706110000,146.0572290000,,,491182-20201015
REC SITES,2021/09/25,"6031",Goonan'S,-37.7490240000,146.4553310000,MID,,NONE,Goonans is a stopping point along the Aberfeldy 4WD route along Donnellys Creek in the Aberfeldy/Nambruc State Forest.  You can camp overnight in the recently constructed bush hut or stop for a picnic by the creek.  The closest nearby huts are Jorgensens,,"Goonan's hut was originally constructed in the early 1980's by Russell Hughes who had a claim in the area. The claim was later sold in 1991 to Bill Goonan, from which the hut now carries the Goonan name. In January 2013, the hut was destroyed during a bu",ERICA,Goonan'S,W,,Y,,,,,,Y,"Goonans has a cosy tin hut suitable for camping in which was built after the orignal hut was detroyed in the 2013 Aberfeldy-Donnelly's Creek fire. The hut has an open fire place and is ideal for a smaller groups of 6-8 stopping overnight, please expect t","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,A nice spot to stop for lunch by Donnellys Creek on the Aberfeldy 4WD route. This site has a picnic table and wood fired BBQ facilities. Please remember to take all rubbish with you when you leave.,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"120686","120687",,2021/09/25,-37.7490240000,146.4553310000,,,564101-20210824
REC SITES,2021/09/25,"6082",Pearson Point,-37.8543410000,146.8051470000,BASIC,,NONE,From the township of Heyfield take Weir Rd North for 10km and turn Right onto Lanigan Rd. Turn Left off Lanigan Rd onto Millers Rd and follow for 7.5km. At Bulldog Junction turn right onto Huggett's Rd and then right on Corner Creek Track. After 1km turn,,Pearson's Point provides scenic views of the Heyfield/Lake Glenmaggie area and further to the Strzelecki Ranges. To the west the forested foothills of the lower Macalister River catchment can be viewed stretching to Mt Useful and Licola. Access by 4WD on,HEYFIELD,Pearson Point,K,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,A great spot to stop for a picnic with a view.,"1",,,"0",,,"0",,,"0",,,"0",Y,Look out for Wedgetailed eagles and other birdlife.,"0",,"1",,,,,"1",,"120908","120909","120910",2021/09/25,-37.8543410000,146.8051470000,,,564104-20210304
REC SITES,2021/09/25,"6087",Barkley Bridge,-37.5584770000,146.5675540000,BASIC,,NONE,"From Licola follow the Licola-Jamieson Rd for 9km, turn Right onto Link Rd and then Left onto Glencairn Rd. Barkley Bridge is located approximately 3km up Glencairn Rd where it crosses the Barkley River.",,Barkley Bridge is a small camping area on the Barkley River. The river offers a peaceful picnic setting or a convenient camping area for those exploring Victoria's high country.,HEYFIELD,Barkley Bridge,W,Y,Y,,,,,,Y,Campsites are available both upstream and downstream from the bridge.,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"120788","120789","120790",2021/09/25,-37.5584770000,146.5675540000,,,564105-20210304
REC SITES,2021/09/25,"6091",Rumpffs,-37.5075280000,146.4915350000,BASIC,,NONE,"From Licola follow the Licola-Jamieson Rd (C486) for 9km, turn Right onto Link Rd and then Left onto Glencairn Rd. From here continue 18km on Glencairn and Middle Ridge Road. The campsites are located on the right about 1km after Middle Ridge Road crosse",,Rumpff's Flat is located on the Mount Skene Creek just prior to it flowing into the Barkley River. This quiet bush setting is accessed via a scenic drive through the unique Barkley State Forest.,HEYFIELD,Rumpffs,W,Y,Y,,,,,,Y,Rumpffs camping area is suitable for family groups exploring the scenic forest areas around the Barkley River. Access is limited in wet weather. Please take your rubbish home so the site can be enjoyed by future visitors.,"3",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,The Bicentennial Trail crosses Mt Skene Creek just downstream from Rumpffs campsite.,"1",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"120926","120927","120928",2021/09/25,-37.5075280000,146.4915350000,,,564106-20210304
REC SITES,2021/09/25,"6092",Connor Plain,-37.5562870000,146.4936320000,VERY BASIC,,NONE,From Licola follow the Jamieson-Licola Road (C486) for 21km. The Campsite is on the left just past the Black River Rd.,,"This basic campsite is a convenient stop en route to Jamieson or whilst exploring the Barkly River, Mt Useful and Upper Goulburn Forests.",HEYFIELD,Connor Plain,W,,Y,,,,,,Y,"A grassy open site with space for a number of groups. Due to the high elevation, campers should be prepared for low temperatures at any time of year.","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,"1",,"120830","120831",,2021/09/25,-37.5562870000,146.4936320000,,,564107-20210304
REC SITES,2021/09/25,"4527",Canoe Site,-35.6854130000,144.1478680000,BASIC,,NONE,"The starting point of the Gunbower Island Canoe Trail is located about 6 kms south of the Koondrook Township. From Koondrook head south along the Kerang-Koondrook Road,  turn left onto Koondrook Track and head into Gunbower Island. Follow the track past",,"The starting point of the unique Gunbower Island Canoe Trail. Come enjoy Gunbower's unique and diverse wonderland of waterbirds, wildlife and aquatic plants. Launch your canoe from the jetty or just have a picnic and explore the river red gum wetlands
",COHUNA,Canoe Site,WUP,Uk,Y,,,,,,Y,"The starting point of the Canoe Trail, this site offers plenty for visitors to Gunbower Island to enjoy. Come stay for a few days - BBQs and picnic tables are provided as well as an information shelter and a jetty to launch your canoe. dispersed camps, s","1",,,,"0",,,"0",,,"0",Y,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in","3",,,"0",,,"0",,,"0",Y,This site is the starting point for the Gunbower Island Canoe Trail that takes you through Safe's Lagoon and Gunbower Creek.,"4",Y,Come enjoy a picnic while taking in the beauty of the bush before heading off paddling along the Murray,"2",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,,,"1",,"122267","122268","122269",2021/09/25,-35.6854130000,144.1478680000,,,506675-20200523
REC SITES,2021/09/25,"4552",Reedy Lagoon,-35.7401150000,144.1991040000,BASIC,,NONE,Reedy Lagoon Recreation Site is located 11 kms north of the Cohuna Township on Gunbower Creek. From Cohuna head north along the Cohuna-Koondrook Road. Turn right at Spences Bridge Road and enter Gunbower Island. Continue past Spences Bridge Recreation Si,,"A tranquil quiet camp ground on Gunbower Creek for those who enjoy no frills camping. Basic facilities ( BBQs and Picnic tables) provided. Enjoy the sights and sounds of the surrounding river red gum forest. BBQs and picnic tables provided
",COHUNA,Reedy Lagoon,WU,,Y,,,,,,Y,"Dispersed camps within Reedy Lagoon, suitable for larger groups, basic facilities provided","1",,,,"0",,,"0",,,"0",Y,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in","3",,,"0",,,"0",,,"0",,,"0",Y,A pleasant spot for a picnic - BBQs and picnic tables are provided at dispersed camp sites.,"2",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,,,"1",,"122339","122340","122341",2021/09/25,-35.7401150000,144.1991040000,,,506678-20200523
